label;ModName
spelopede cocoon;Ludeon.RimWorld.Biotech
0;Ludeon.RimWorld.Biotech
mech gestator;Ludeon.RimWorld.Biotech
large mech gestator;Ludeon.RimWorld.Biotech
subcore encoder;Ludeon.RimWorld.Biotech
0;Ludeon.RimWorld.Biotech
subcore softscanner;Ludeon.RimWorld.Biotech
subcore ripscanner;Ludeon.RimWorld.Biotech
0;Ludeon.RimWorld.Biotech
mech recharger;Ludeon.RimWorld.Biotech
large mech recharger;Ludeon.RimWorld.Biotech
baby food;Ludeon.RimWorld.Biotech
hemogen pack;Ludeon.RimWorld.Biotech
toxipotatoes;Ludeon.RimWorld.Biotech
0;Ludeon.RimWorld.Biotech
basic subcore;Ludeon.RimWorld.Biotech
standard subcore;Ludeon.RimWorld.Biotech
high subcore;Ludeon.RimWorld.Biotech
0;Ludeon.RimWorld.Biotech
signal chip;Ludeon.RimWorld.Biotech
powerfocus chip;Ludeon.RimWorld.Biotech
nano structuring chip;Ludeon.RimWorld.Biotech
deathrest capacity serum;Ludeon.RimWorld.Biotech
0;Ludeon.RimWorld.Biotech
0;Ludeon.RimWorld.Biotech
0;Ludeon.RimWorld.Biotech
0;Ludeon.RimWorld.Biotech
0;Ludeon.RimWorld.Biotech
0;Ludeon.RimWorld.Biotech
toxic wastepack;Ludeon.RimWorld.Biotech
tox shell;Ludeon.RimWorld.Biotech
tox shell;Ludeon.RimWorld.Biotech
tox shell;Ludeon.RimWorld.Biotech
0;Ludeon.RimWorld.Biotech
0;Ludeon.RimWorld.Biotech
unfinished subcore;Ludeon.RimWorld.Biotech
0;Ludeon.RimWorld.Biotech
genepack;Ludeon.RimWorld.Biotech
0;Ludeon.RimWorld.Biotech
0;Ludeon.RimWorld.Biotech
xenogerm;Ludeon.RimWorld.Biotech
0;Ludeon.RimWorld.Biotech
0;Ludeon.RimWorld.Biotech
archite capsule;Ludeon.RimWorld.Biotech
0;Ludeon.RimWorld.Biotech
0;Ludeon.RimWorld.Biotech
mechanoid transponder;Ludeon.RimWorld.Biotech
ovum;Ludeon.RimWorld.Biotech
embryo;Ludeon.RimWorld.Biotech
0;Ludeon.RimWorld.Biotech
kid romper;Ludeon.RimWorld.Biotech
kid shirt;Ludeon.RimWorld.Biotech
kid pants;Ludeon.RimWorld.Biotech
kid parka;Ludeon.RimWorld.Biotech
kid tribalwear;Ludeon.RimWorld.Biotech
kid helmet;Ludeon.RimWorld.Biotech
0;Ludeon.RimWorld.Biotech
airwire headset;Ludeon.RimWorld.Biotech
array headset;Ludeon.RimWorld.Biotech
0;Ludeon.RimWorld.Biotech
integrator headset;Ludeon.RimWorld.Biotech
mechcommander helmet;Ludeon.RimWorld.Biotech
mechlord helmet;Ludeon.RimWorld.Biotech
gas mask;Ludeon.RimWorld.Biotech
face mask;Ludeon.RimWorld.Biotech
0;Ludeon.RimWorld.Biotech
heavy shield unit;Ludeon.RimWorld.Biotech
0;Ludeon.RimWorld.Biotech
control pack;Ludeon.RimWorld.Biotech
bandwidth pack;Ludeon.RimWorld.Biotech
tox pack;Ludeon.RimWorld.Biotech
mechlord suit;Ludeon.RimWorld.Biotech
heavy bandolier;Ludeon.RimWorld.Biotech
sash;Ludeon.RimWorld.Biotech
mechanitor ship (crashing);Ludeon.RimWorld.Biotech
mech shield;Ludeon.RimWorld.Biotech
insect cocoon;Ludeon.RimWorld.Biotech
spent acid;Ludeon.RimWorld.Biotech
flammable bile;Ludeon.RimWorld.Biotech
floordrawing;Ludeon.RimWorld.Biotech
toxbomb launcher;Ludeon.RimWorld.Biotech
toxbomb launcher shell;Ludeon.RimWorld.Biotech
tox grenades;Ludeon.RimWorld.Biotech
tox grenade;Ludeon.RimWorld.Biotech
flamebow;Ludeon.RimWorld.Biotech
fire arrow;Ludeon.RimWorld.Biotech
hellsphere cannon;Ludeon.RimWorld.Biotech
hellsphere cannon shot;Ludeon.RimWorld.Biotech
0;Ludeon.RimWorld.Biotech
0;Ludeon.RimWorld.Biotech
mini-shotgun;Ludeon.RimWorld.Biotech
shotgun blast;Ludeon.RimWorld.Biotech
slugthrower;Ludeon.RimWorld.Biotech
slug;Ludeon.RimWorld.Biotech
spiner;Ludeon.RimWorld.Biotech
spine;Ludeon.RimWorld.Biotech
mini-flameblaster;Ludeon.RimWorld.Biotech
beam graser;Ludeon.RimWorld.Biotech
toxic needle gun;Ludeon.RimWorld.Biotech
toxic needle;Ludeon.RimWorld.Biotech
needle launcher;Ludeon.RimWorld.Biotech
toxipotato plant;Ludeon.RimWorld.Biotech
polux tree;Ludeon.RimWorld.Biotech
chopped polux stump;Ludeon.RimWorld.Biotech
smashed polux stump;Ludeon.RimWorld.Biotech
polux seed;Ludeon.RimWorld.Biotech
0;Ludeon.RimWorld.Biotech
0;Ludeon.RimWorld.Biotech
0;Ludeon.RimWorld.Biotech
0;Ludeon.RimWorld.Biotech
gray grass;Ludeon.RimWorld.Biotech
ripthorn;Ludeon.RimWorld.Biotech
pebble cactus;Ludeon.RimWorld.Biotech
gray pine tree;Ludeon.RimWorld.Biotech
witchwood tree;Ludeon.RimWorld.Biotech
rat palm tree;Ludeon.RimWorld.Biotech
chopped stump;Ludeon.RimWorld.Biotech
smashed stump;Ludeon.RimWorld.Biotech
waste rat;Ludeon.RimWorld.Biotech
toxalope;Ludeon.RimWorld.Biotech
0;Ludeon.RimWorld.Biotech
tunneler;Ludeon.RimWorld.Biotech
0;Ludeon.RimWorld.Biotech
militor;Ludeon.RimWorld.Biotech
lifter;Ludeon.RimWorld.Biotech
constructoid;Ludeon.RimWorld.Biotech
fabricor;Ludeon.RimWorld.Biotech
agrihand;Ludeon.RimWorld.Biotech
cleansweeper;Ludeon.RimWorld.Biotech
war urchin;Ludeon.RimWorld.Biotech
paramedic;Ludeon.RimWorld.Biotech
legionary;Ludeon.RimWorld.Biotech
tesseron;Ludeon.RimWorld.Biotech
scorcher;Ludeon.RimWorld.Biotech
apocriton;Ludeon.RimWorld.Biotech
0;Ludeon.RimWorld.Biotech
centurion;Ludeon.RimWorld.Biotech
charge blaster turret;Ludeon.RimWorld.Biotech
war queen;Ludeon.RimWorld.Biotech
diabolus;Ludeon.RimWorld.Biotech
beer;Ludeon.RimWorld
wort;Ludeon.RimWorld
ambrosia;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
go-juice;Ludeon.RimWorld
luciferium;Ludeon.RimWorld
penoxycyline;Ludeon.RimWorld
flake;Ludeon.RimWorld
psychite tea;Ludeon.RimWorld
yayo;Ludeon.RimWorld
smokeleaf joint;Ludeon.RimWorld
wake-up;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
Mote;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
psylink neuroformer;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
archotech eye;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
archotech arm;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
archotech leg;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
bionic eye;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
bionic arm;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
bionic leg;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
bionic spine;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
bionic heart;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
bionic stomach;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
death acidifier;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
bionic ear;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
bionic tongue;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
heart;Ludeon.RimWorld
0;Ludeon.RimWorld
lung;Ludeon.RimWorld
0;Ludeon.RimWorld
kidney;Ludeon.RimWorld
0;Ludeon.RimWorld
liver;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
prosthetic leg;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
prosthetic arm;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
prosthetic heart;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
cochlear implant;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
power claw;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
joywire;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
painstopper;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
ancient concrete barrier;Ludeon.RimWorld
ancient lamppost;Ludeon.RimWorld
urn;Ludeon.RimWorld
ancient cryptosleep pod;Ludeon.RimWorld
ancient lamp;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
small sculpture;Ludeon.RimWorld
large sculpture;Ludeon.RimWorld
grand sculpture;Ludeon.RimWorld
snowman;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
ship part (psychic droner);Ludeon.RimWorld
ship part (defoliator);Ludeon.RimWorld
ship chunk;Ludeon.RimWorld
shuttle;Ludeon.RimWorld
crashed shuttle;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
sleeping spot;Ludeon.RimWorld
double sleeping spot;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
bed;Ludeon.RimWorld
double bed;Ludeon.RimWorld
royal bed;Ludeon.RimWorld
hospital bed;Ludeon.RimWorld
bedroll;Ludeon.RimWorld
double bedroll;Ludeon.RimWorld
animal sleeping spot;Ludeon.RimWorld
0;Ludeon.RimWorld
animal sleeping box;Ludeon.RimWorld
animal bed;Ludeon.RimWorld
stool;Ludeon.RimWorld
dining chair;Ludeon.RimWorld
armchair;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
end table;Ludeon.RimWorld
table (1x2);Ludeon.RimWorld
table (2x2);Ludeon.RimWorld
table (2x4);Ludeon.RimWorld
table (3x3);Ludeon.RimWorld
plant pot;Ludeon.RimWorld
torch lamp;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
standing lamp;Ludeon.RimWorld
sun lamp;Ludeon.RimWorld
0;Ludeon.RimWorld
shelf;Ludeon.RimWorld
small shelf;Ludeon.RimWorld
dresser;Ludeon.RimWorld
horseshoes pin;Ludeon.RimWorld
hoopstone ring;Ludeon.RimWorld
Game-of-Ur board;Ludeon.RimWorld
chess table;Ludeon.RimWorld
poker table;Ludeon.RimWorld
billiards table;Ludeon.RimWorld
tube television;Ludeon.RimWorld
flatscreen television;Ludeon.RimWorld
megascreen television;Ludeon.RimWorld
telescope;Ludeon.RimWorld
0;Ludeon.RimWorld
burning power cell;Ludeon.RimWorld
egg box;Ludeon.RimWorld
orbital trade beacon;Ludeon.RimWorld
comms console;Ludeon.RimWorld
firefoam popper;Ludeon.RimWorld
moisture pump;Ludeon.RimWorld
ground-penetrating scanner;Ludeon.RimWorld
long-range mineral scanner;Ludeon.RimWorld
pod launcher;Ludeon.RimWorld
transport pod;Ludeon.RimWorld
multi-analyzer;Ludeon.RimWorld
vitals monitor;Ludeon.RimWorld
tool cabinet;Ludeon.RimWorld
grave;Ludeon.RimWorld
sarcophagus;Ludeon.RimWorld
cryptosleep casket;Ludeon.RimWorld
ancient cryptosleep casket;Ludeon.RimWorld
marriage spot;Ludeon.RimWorld
party spot;Ludeon.RimWorld
caravan hitching spot;Ludeon.RimWorld
0;Ludeon.RimWorld
large stele;Ludeon.RimWorld
grand stele;Ludeon.RimWorld
pen marker;Ludeon.RimWorld
0;Ludeon.RimWorld
unfinished musical instrument;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
collapsed rocks;Ludeon.RimWorld
compacted steel;Ludeon.RimWorld
silver ore;Ludeon.RimWorld
gold ore;Ludeon.RimWorld
uranium ore;Ludeon.RimWorld
compacted plasteel;Ludeon.RimWorld
jade;Ludeon.RimWorld
compacted machinery;Ludeon.RimWorld
steam geyser;Ludeon.RimWorld
hive;Ludeon.RimWorld
glow pod;Ludeon.RimWorld
raised rocks;Ludeon.RimWorld
power conduit;Ludeon.RimWorld
waterproof conduit;Ludeon.RimWorld
power switch;Ludeon.RimWorld
wood-fired generator;Ludeon.RimWorld
chemfuel powered generator;Ludeon.RimWorld
wind turbine;Ludeon.RimWorld
battery;Ludeon.RimWorld
solar generator;Ludeon.RimWorld
geothermal generator;Ludeon.RimWorld
watermill generator;Ludeon.RimWorld
crafting spot;Ludeon.RimWorld
butcher spot;Ludeon.RimWorld
0;Ludeon.RimWorld
art bench;Ludeon.RimWorld
butcher table;Ludeon.RimWorld
hand tailor bench;Ludeon.RimWorld
electric tailor bench;Ludeon.RimWorld
fueled smithy;Ludeon.RimWorld
electric smithy;Ludeon.RimWorld
machining table;Ludeon.RimWorld
electric stove;Ludeon.RimWorld
fueled stove;Ludeon.RimWorld
stonecutter's table;Ludeon.RimWorld
brewery;Ludeon.RimWorld
drug lab;Ludeon.RimWorld
electric smelter;Ludeon.RimWorld
biofuel refinery;Ludeon.RimWorld
fabrication bench;Ludeon.RimWorld
simple research bench;Ludeon.RimWorld
hi-tech research bench;Ludeon.RimWorld
electric crematorium;Ludeon.RimWorld
hydroponics basin;Ludeon.RimWorld
fermenting barrel;Ludeon.RimWorld
deep drill;Ludeon.RimWorld
nutrient paste dispenser;Ludeon.RimWorld
hopper;Ludeon.RimWorld
sandbags;Ludeon.RimWorld
barricade;Ludeon.RimWorld
spike trap;Ludeon.RimWorld
0;Ludeon.RimWorld
IED trap;Ludeon.RimWorld
IED incendiary trap;Ludeon.RimWorld
IED EMP trap;Ludeon.RimWorld
IED Smoke trap;Ludeon.RimWorld
IED firefoam trap;Ludeon.RimWorld
IED antigrain warhead trap;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
mini-turret;Ludeon.RimWorld
mini-turret bullet;Ludeon.RimWorld
mini-turret gun;Ludeon.RimWorld
0;Ludeon.RimWorld
autocannon turret;Ludeon.RimWorld
autocannon shell;Ludeon.RimWorld
autocannon;Ludeon.RimWorld
uranium slug turret;Ludeon.RimWorld
uranium slug;Ludeon.RimWorld
uranium slug cannon;Ludeon.RimWorld
mortar;Ludeon.RimWorld
mortar;Ludeon.RimWorld
foam turret;Ludeon.RimWorld
foam;Ludeon.RimWorld
foam sprayer;Ludeon.RimWorld
rocketswarm launcher;Ludeon.RimWorld
rocket;Ludeon.RimWorld
rocketswarm tube;Ludeon.RimWorld
ship structural beam;Ludeon.RimWorld
ship cryptosleep casket;Ludeon.RimWorld
ship computer core;Ludeon.RimWorld
ship reactor;Ludeon.RimWorld
ship engine;Ludeon.RimWorld
sensor cluster;Ludeon.RimWorld
psychic emanator;Ludeon.RimWorld
vanometric power cell;Ludeon.RimWorld
infinite chemreactor;Ludeon.RimWorld
0;Ludeon.RimWorld
door;Ludeon.RimWorld
autodoor;Ludeon.RimWorld
animal flap;Ludeon.RimWorld
wall;Ludeon.RimWorld
fence;Ludeon.RimWorld
fence gate;Ludeon.RimWorld
column;Ludeon.RimWorld
campfire;Ludeon.RimWorld
passive cooler;Ludeon.RimWorld
heater;Ludeon.RimWorld
cooler;Ludeon.RimWorld
vent;Ludeon.RimWorld
0;Ludeon.RimWorld
psychic animal pulser;Ludeon.RimWorld
psychic soothe pulser;Ludeon.RimWorld
0;Ludeon.RimWorld
persona core;Ludeon.RimWorld
0;Ludeon.RimWorld
healer mech serum;Ludeon.RimWorld
resurrector mech serum;Ludeon.RimWorld
techprof subpersona core;Ludeon.RimWorld
thrumbo horn;Ludeon.RimWorld
elephant tusk;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
packaged survival meal;Ludeon.RimWorld
nutrient paste meal;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
simple meal;Ludeon.RimWorld
0;Ludeon.RimWorld
fine meal;Ludeon.RimWorld
vegetarian fine meal;Ludeon.RimWorld
carnivore fine meal;Ludeon.RimWorld
0;Ludeon.RimWorld
lavish meal;Ludeon.RimWorld
vegetarian lavish meal;Ludeon.RimWorld
carnivore lavish meal;Ludeon.RimWorld
kibble;Ludeon.RimWorld
pemmican;Ludeon.RimWorld
chocolate;Ludeon.RimWorld
milk;Ludeon.RimWorld
insect jelly;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
chicken egg (unfert.);Ludeon.RimWorld
chicken egg (fert.);Ludeon.RimWorld
cobra egg (fert.);Ludeon.RimWorld
iguana egg (fert.);Ludeon.RimWorld
tortoise egg (fert.);Ludeon.RimWorld
cassowary egg (fert.);Ludeon.RimWorld
emu egg (fert.);Ludeon.RimWorld
ostrich egg (fert.);Ludeon.RimWorld
turkey egg (fert.);Ludeon.RimWorld
duck egg (unfert.);Ludeon.RimWorld
duck egg (fert.);Ludeon.RimWorld
goose egg (unfert.);Ludeon.RimWorld
goose egg (fert.);Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
herbal medicine;Ludeon.RimWorld
medicine;Ludeon.RimWorld
glitterworld medicine;Ludeon.RimWorld
component;Ludeon.RimWorld
advanced component;Ludeon.RimWorld
neutroamine;Ludeon.RimWorld
chemfuel;Ludeon.RimWorld
reinforced barrel;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
potatoes;Ludeon.RimWorld
raw fungus;Ludeon.RimWorld
rice;Ludeon.RimWorld
agave fruit;Ludeon.RimWorld
corn;Ludeon.RimWorld
berries;Ludeon.RimWorld
0;Ludeon.RimWorld
hay;Ludeon.RimWorld
hops;Ludeon.RimWorld
psychoid leaves;Ludeon.RimWorld
smokeleaf leaves;Ludeon.RimWorld
0;Ludeon.RimWorld
0;Ludeon.RimWorld
